0.00000000e+00  3.82642000e-03  -1.04761700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-2.09441000e-03  0.00000000e+00  0.00000000e+00  -1.61886100e-02  4.04281000e-03  1.19853700e-02  1.36884000e-03  
4.60380700e-02  0.00000000e+00  0.00000000e+00  4.04281000e-03  -5.59277300e-02  3.77065000e-03  -1.69272200e-02  
-2.57703000e-03  0.00000000e+00  0.00000000e+00  1.19853700e-02  3.77065000e-03  -1.14300800e-02  0.00000000e+00  
2.16380900e-02  0.00000000e+00  0.00000000e+00  1.36884000e-03  -1.69272200e-02  0.00000000e+00  5.40170300e-02  
L
1.09255500e-01  0.00000000e+00  0.00000000e+00  -1.43374000e-03  1.14126700e-02  0.00000000e+00  1.65647700e-02  
0.00000000e+00  1.87641700e-01  -3.49208500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -3.49208500e-02  7.33152600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.43374000e-03  0.00000000e+00  0.00000000e+00  1.44671580e-01  1.25902700e-02  3.67782000e-02  1.48277000e-03  
1.14126700e-02  0.00000000e+00  0.00000000e+00  1.25902700e-02  -3.03204000e-03  1.08488000e-02  -9.30808000e-03  
0.00000000e+00  0.00000000e+00  0.00000000e+00  3.67782000e-02  1.08488000e-02  1.28022270e-01  0.00000000e+00  
1.65647700e-02  0.00000000e+00  0.00000000e+00  1.48277000e-03  -9.30808000e-03  0.00000000e+00  9.97305500e-02  
L
5.21109300e-02  0.00000000e+00  0.00000000e+00  1.40876000e-03  -1.56946500e-02  2.55157000e-03  -3.42882300e-02  
0.00000000e+00  3.18422500e-02  -1.88804100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -1.88804100e-02  -6.66727900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.40876000e-03  0.00000000e+00  0.00000000e+00  -2.43446500e-02  7.11640000e-03  1.80604000e-03  0.00000000e+00  
-1.56946500e-02  0.00000000e+00  0.00000000e+00  7.11640000e-03  -1.31033990e-01  6.23339000e-03  9.31161000e-03  
2.55157000e-03  0.00000000e+00  0.00000000e+00  1.80604000e-03  6.23339000e-03  -4.31297600e-02  -1.26659000e-03  
-3.42882300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.31161000e-03  -1.26659000e-03  -1.38774600e-02  
L
5.77212800e-02  0.00000000e+00  0.00000000e+00  -1.15661600e-02  1.74497490e-01  -1.15776200e-02  1.47340300e-02  
0.00000000e+00  1.10534240e-01  7.41815500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  7.41815500e-02  2.11687600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.15661600e-02  0.00000000e+00  0.00000000e+00  6.51698300e-02  5.96930000e-03  -5.55478000e-03  3.46743000e-03  
1.74497490e-01  0.00000000e+00  0.00000000e+00  5.96930000e-03  -2.20773000e-03  4.30211000e-03  -1.37288900e-02  
-1.15776200e-02  0.00000000e+00  0.00000000e+00  -5.55478000e-03  4.30211000e-03  5.22473700e-02  1.58559000e-03  
1.47340300e-02  0.00000000e+00  0.00000000e+00  3.46743000e-03  -1.37288900e-02  1.58559000e-03  -6.12281200e-02  
L
-9.68778100e-02  0.00000000e+00  0.00000000e+00  -1.35015000e-03  1.43488900e-02  -2.91162000e-03  9.22185300e-02  
0.00000000e+00  -3.71542400e-02  2.76283100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  2.76283100e-02  8.28693300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.35015000e-03  0.00000000e+00  0.00000000e+00  -7.26754600e-02  -1.05660400e-02  4.41738300e-02  1.50972000e-03  
1.43488900e-02  0.00000000e+00  0.00000000e+00  -1.05660400e-02  1.23186270e-01  -1.16293600e-02  -1.99027000e-02  
-2.91162000e-03  0.00000000e+00  0.00000000e+00  4.41738300e-02  -1.16293600e-02  -9.77205900e-02  2.45639000e-03  
9.22185300e-02  0.00000000e+00  0.00000000e+00  1.50972000e-03  -1.99027000e-02  2.45639000e-03  -1.03369000e-02  
L
-5.67351900e-02  0.00000000e+00  0.00000000e+00  1.35479000e-03  -2.37479000e-02  1.05699000e-03  8.08176000e-03  
0.00000000e+00  -2.24492100e-02  -1.45977400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -1.45977400e-02  -1.33337400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.35479000e-03  0.00000000e+00  0.00000000e+00  -7.34647000e-03  2.85004000e-03  0.00000000e+00  0.00000000e+00  
-2.37479000e-02  0.00000000e+00  0.00000000e+00  2.85004000e-03  -4.89818200e-02  2.36814000e-03  5.79931000e-03  
1.05699000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.36814000e-03  -7.21098000e-03  0.00000000e+00  
8.08176000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.79931000e-03  0.00000000e+00  1.02044900e-02  
L
-2.68030900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.12344000e-03  0.00000000e+00  -1.39358200e-02  
0.00000000e+00  -2.59869400e-02  3.48008000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  3.48008000e-03  -3.53738000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  3.94329000e-03  0.00000000e+00  7.05100000e-03  1.45981000e-03  
2.12344000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.08846000e-03  1.53609000e-03  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  7.05100000e-03  1.53609000e-03  1.36079400e-02  2.04957000e-03  
-1.39358200e-02  0.00000000e+00  0.00000000e+00  1.45981000e-03  0.00000000e+00  2.04957000e-03  -4.05449400e-02  
L
1.71433800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.09932900e-02  2.31502000e-03  -3.68846000e-03  
0.00000000e+00  -2.63951600e-02  -6.06507000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -6.06507000e-03  -1.33334300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  -8.47941300e-02  -1.17385000e-03  6.75610900e-02  1.01203000e-03  
-1.09932900e-02  0.00000000e+00  0.00000000e+00  -1.17385000e-03  7.89385000e-03  -5.94297000e-03  1.65286000e-03  
2.31502000e-03  0.00000000e+00  0.00000000e+00  6.75610900e-02  -5.94297000e-03  -1.31675560e-01  -2.75415000e-03  
-3.68846000e-03  0.00000000e+00  0.00000000e+00  1.01203000e-03  1.65286000e-03  -2.75415000e-03  1.63273500e-02  
L
-1.49662000e-03  0.00000000e+00  0.00000000e+00  -1.32850000e-03  -8.72811000e-03  -1.02708000e-03  0.00000000e+00  
0.00000000e+00  -9.52392000e-03  -7.34851000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -7.34851000e-03  -3.26542000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.32850000e-03  0.00000000e+00  0.00000000e+00  1.02710260e-01  1.29749700e-02  8.09684400e-02  0.00000000e+00  
-8.72811000e-03  0.00000000e+00  0.00000000e+00  1.29749700e-02  -9.39668000e-03  1.13341000e-02  -3.79637000e-03  
-1.02708000e-03  0.00000000e+00  0.00000000e+00  8.09684400e-02  1.13341000e-02  7.78459800e-02  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  -3.79637000e-03  0.00000000e+00  -3.53757000e-03  
L
-2.17689000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.30120000e-03  
0.00000000e+00  -1.08847000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.45427000e-03  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  1.45427000e-03  -4.08176000e-03  -1.79985000e-03  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.79985000e-03  -5.30606000e-03  0.00000000e+00  
3.30120000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.76873000e-03  
