0.00000000e+00  -5.03214000e-02  -1.16665000e-03  4.55921300e-02  0.00000000e+00  2.60150000e-04  
-6.36692000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.39469000e-03  0.00000000e+00  
0.00000000e+00  -1.38760000e-04  -1.87463000e-03  2.60150000e-04  0.00000000e+00  -4.08169000e-03  
L
8.97975000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.11026000e-03  0.00000000e+00  
0.00000000e+00  -2.20348600e-02  2.10220000e-03  -1.45467600e-02  0.00000000e+00  -8.93410000e-04  
0.00000000e+00  2.10220000e-03  1.41562200e-02  1.01406000e-02  0.00000000e+00  -3.25214000e-03  
0.00000000e+00  -1.45467600e-02  1.01406000e-02  -1.35932820e-01  0.00000000e+00  -6.86132000e-03  
1.11026000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.00682100e-02  0.00000000e+00  
0.00000000e+00  -8.93410000e-04  -3.25214000e-03  -6.86132000e-03  0.00000000e+00  1.94555300e-02  
L
-2.04086000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.67320000e-04  0.00000000e+00  
0.00000000e+00  -5.08702000e-02  1.63190000e-04  2.84932000e-02  0.00000000e+00  -6.81500000e-05  
0.00000000e+00  1.63190000e-04  1.49663000e-03  2.22160000e-04  0.00000000e+00  9.56000000e-04  
0.00000000e+00  2.84932000e-02  2.22160000e-04  -1.96072300e-02  0.00000000e+00  7.00200000e-05  
9.67320000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.76874000e-03  0.00000000e+00  
0.00000000e+00  -6.81500000e-05  9.56000000e-04  7.00200000e-05  0.00000000e+00  -9.52400000e-04  
