0.00000000e+00  3.71233300e-02  3.38990000e-04  -3.23862400e-02  0.00000000e+00  -6.41600000e-04  
6.56223000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.99319000e-03  0.00000000e+00  
0.00000000e+00  1.26877000e-03  1.33321000e-03  -6.41600000e-04  0.00000000e+00  4.08169000e-03  
L
1.00682100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.93150000e-04  0.00000000e+00  
0.00000000e+00  -2.17668900e-02  1.91432000e-03  -8.94437000e-03  0.00000000e+00  -1.58400000e-04  
0.00000000e+00  1.91432000e-03  1.85121800e-02  1.11825200e-02  0.00000000e+00  6.35870000e-04  
0.00000000e+00  -8.94437000e-03  1.11825200e-02  -1.79061410e-01  0.00000000e+00  -5.08157000e-03  
6.93150000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  -6.66679000e-03  0.00000000e+00  
0.00000000e+00  -1.58400000e-04  6.35870000e-04  -5.08157000e-03  0.00000000e+00  1.83676700e-02  
L
-2.04086000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.10805000e-03  0.00000000e+00  
0.00000000e+00  -7.35983200e-02  1.55356000e-03  2.53896000e-02  0.00000000e+00  4.09760000e-04  
0.00000000e+00  1.55356000e-03  1.36050000e-03  -3.08530000e-04  0.00000000e+00  9.23480000e-04  
0.00000000e+00  2.53896000e-02  -3.08530000e-04  -1.21174100e-02  0.00000000e+00  -1.53240000e-04  
1.10805000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.49662000e-03  0.00000000e+00  
0.00000000e+00  4.09760000e-04  9.23480000e-04  -1.53240000e-04  0.00000000e+00  -8.16330000e-04  
